COUNTRY,GLOBAL MARKET,QUANTITY,S.NO.,SALES CHANNEL,CUSTOMER NAME,PAYMENT METHOD,SALES MODEL,CATEGORY,PAYMENT STATUS,SHIPPING STATUS,UNIT PRICE,TOTAL REVENUE,DISCOUNT AMOUNT,DISCOUNT APPLIED,TAX APPLIED,TAX AMOUNT,NET SALES,GROSS SALES,PROFIT,ORDER DATE,DELIVERY DATE,RATING,REFERRAL SOURCE ,REPEAT PURCHASE,COURIER PARTNER,AVERAGE ORDER VALUE,CITY,CUSTOMER TYPE,DELIVERY TYPE,SUB CATEGORY,CURRENCY,COUPON CODE USED,SOURCE OF TRAFFIC,STOCK AVAILIBILITY,CUSTOMER REVIEW COMMENT,SHIPPING AMOUNT,EMI STATUS,CUSTOMER AGE 
China,50,257,70,Alibaba,Rami Silva,Cryptocurreny,B2B,Raw materials,Refunded,DELIVERED,47462,12197734,7119.3,15%,18%,2195592.12,12190614.7,40342.7,10002141.88,11-03-2023,15-03-2023,1.8,app,yes,Xpressbees,47462,Shenzhen,NEW,International Delivery,Metals & Alloys,Chinese Yuan,no,email,no,GOOD,474.62,Bank EMI,45
US,27,244,71,eBay,Callum Mendez,UPI,B2C AND C2C,used goods,Cancelled,DELIVERED,35834,8743496,5375.1,15%,18%,1573829.28,8738120.9,30458.9,7169666.72,12-03-2023,16-03-2023,4.2,Website,yes,DTDC,35834,New York City,RETURNING,EXPRESS,Bluetooth Speakers,Dollar,yes,Social Media,yes,BAD,358.34,Debit Card EMI,49
Japan,3.9,138,72,Rakuten,Alia Schneider,Debit Card,B2C AND C2C,BOOKS,Paid,RETURNED,38433,5303754,5764.95,15%,18%,954675.72,5297989.05,32668.05,4349078.28,13-03-2023,17-03-2023,3,Direct,no,FedEx,38433,Tokyo,NEW,Locker Delivery,non-fiction,Japanese Yen,no,directly,no,EXCELLENT,384.33,Pre-Approved EMI,48
UK,2.9,132,73,Argos,Cruz Nguyen,Cryptocurreny,B2C,furniture,Pending,IN TRANSIT,30286,3997752,4542.9,15%,18%,719595.36,3993209.1,25743.1,3278156.64,14-03-2023,18-03-2023,1,Social Media,no,Blue Dart,30286,London,RETURNING,International Delivery,Wardrobes,British Pound Sterling,yes,google ads,yes,EXCELLENT,302.86,Card EMI,44
South Korea,4.2,108,74,Coupang,Kiara Lin,COD,B2C,beauty,Paid,DELIVERED,45143,4875444,6771.45,15%,18%,877579.92,4868672.55,38371.55,3997864.08,15-03-2023,19-03-2023,1.5,Direct,yes,FedEx,45143,Busan,NEW,Next-Day Delivery,Makeup Kits & Combo,South Korean Won,no,Influencer blogs,no,WORST,451.43,BNPL (Buy Now Pay Later),46
India,2.4,261,75,Flipkart,Lyra Ivanova,Credit Card,B2C AND C2C,Appliances,Cancelled,RETURNED,29076,7588836,4361.4,15%,18%,1365990.48,7584474.6,24714.6,6222845.52,16-03-2023,20-03-2023,2,Social Media,yes,Blue Dart,29076,Mumbai,RETURNING,STANDARD,Air Conditioners,Indian Rupee,yes,Influencer Marketing,yes,GOOD,290.76,Pre-Approved EMI,37
Germany,2.1,109,76,OTTO,Norah Sato,Payment Gateways,B2C,furniture,Pending,IN TRANSIT,30840,3361560,4626,15%,18%,605080.8,3356934,26214,2756479.2,17-03-2023,21-03-2023,0.3,app,yes,Ecom Express,30840,Berlin,NEW,EXPRESS,Sofas & Couches,Euro,no,directly,no,BAD,308.4,YES,28
Indonesia,1.2,160,77,Lazada,Arjun Davis,UPI,B2C AND C2C,baby products,Refunded,IN TRANSIT,46049,7367840,6907.35,15%,18%,1326211.2,7360932.65,39141.65,6041628.8,18-03-2023,22-03-2023,1,Website,no,FedEx,46049,Surabaya,RETURNING,Locker Delivery,Baby Lotion & Oil,Indonesian Rupiah,no,directly,yes,GOOD,460.49,NO,26
Canada,1.5,133,78,Best Buy,Zayd Lin,BNPL,B2C,tech gadgets,Cancelled,RETURNED,30383,4040939,4557.45,15%,18%,727369.02,4036381.55,25825.55,3313569.98,19-03-2023,23-03-2023,1.5,app,yes,DTDC,30383,vancouver,NEW,EXPRESS,Pop Sockets,Dollar,yes,google ads,no,WORST,303.83,BNPL (Buy Now Pay Later),24
Australia,1,165,79,Catch,Alia Pereira,COD,B2C,daily deals,Failed,DELIVERED,40538,6688770,6080.7,15%,18%,1203978.6,6682689.3,34457.3,5484791.4,20-03-2023,24-03-2023,2,Social Media,no,Ecom Express,40538,Sydney,RETURNING,Next-Day Delivery,Hourly Flash Sales,Dollar,yes,Influencer blogs,yes,EXCELLENT,405.38,Pre-Approved EMI,19
Brazil,1.3,157,80,Amazon BR,Aisha Gonzalez,Payment Gateways,B2C,BOOKS,Refunded,DELIVERED,28452,4466964,4267.8,15%,18%,804053.52,4462696.2,24184.2,3662910.48,21-03-2023,25-03-2023,0.3,Direct,no,Ecom Express,28452,São Paulo,RETURNING,Scheduled Delivery,Academic & Educational,Brazilian Real,no,Influencer Marketing,no,GOOD,284.52,YES,32
Mexico,1.2,224,81,Liverpool,Elias Banerjee,Debit Card,B2C,Apparel,Cancelled,RETURNED,25884,5798016,3882.6,15%,18%,1043642.88,5794133.4,22001.4,4754373.12,22-03-2023,26-03-2023,3.6,Social Media,yes,Shadowfax,25884,Guadalajara,RETURNING,Locker Delivery,Baby & Toddler,mexican Peso,no,directly,yes,BAD,258.84,Debit Card EMI,41
italy,0.8,124,82,ePrice,Sofia Kowalski,Cryptocurreny,B2C,computers,Paid,IN TRANSIT,37336,4629664,5600.4,15%,18%,833339.52,4624063.6,31735.6,3796324.48,23-03-2023,27-03-2023,4.5,app,yes,Xpressbees,37336,Rome,RETURNING,EXPRESS,Laptops & Notebooks,Euro,yes,email,no,GOOD,373.36,Card EMI,33
Russia,0.7,209,83,Wildberries,Lara Atkinson,COD,B2C AND C2C,clothing,Pending,DELIVERED,27370,5720330,4105.5,15%,18%,1029659.4,5716224.5,23264.5,4690670.6,24-03-2023,28-03-2023,2.4,Website,yes,Blue Dart,27370,Moscow,RETURNING,STANDARD,T-Shirts & Polos,Russian Ruble,no,Social Media,yes,WORST,273.7,Pre-Approved EMI,23
Spain,0.7,234,84,El Corte Inglés,Jace Barrett,Credit Card,B2C,Luxury goods,Paid,DELIVERED,41668,9750312,6250.2,15%,18%,1755056.16,9744061.8,35417.8,7995255.84,25-03-2023,29-03-2023,4,app,no,FedEx,41668,Barcelona,NEW,EXPRESS,Luxury Watches,Euro,no,google ads,no,EXCELLENT,416.68,Not Available,42
Turkey,0.6,171,85,Trendyol,Kenzo Qureshi,Payment Gateways,B2C,fashion,Cancelled,DELIVERED,22934,3921714,3440.1,15%,18%,705908.52,3918273.9,19493.9,3215805.48,26-03-2023,30-03-2023,5,Website,no,FedEx,22934,Istanbul,NEW,STANDARD,Sunglasses,Turkish Lira,yes,directly,yes,WORST,229.34,Yes,50
Netherlands,0.5,252,86,Bol.com,Felix Becker,UPI,B2C AND C2C,HOME,Pending,IN TRANSIT,32381,8160012,4857.15,15%,18%,1468802.16,8155154.85,27523.85,6691209.84,27-03-2023,31-03-2023,2.1,Website,yes,DHL Express,32381,Amsterdam,RETURNING,Locker Delivery,Home Storage & Organization,Euro,yes,YouTube ads,no,GOOD,323.81,No,21
Sweden,0.5,274,87,CDON,Zara Richardson,BNPL,B2C AND C2C,fitness,Refunded,RETURNED,26724,7322376,4008.6,15%,18%,1318027.68,7318367.4,22715.4,6004348.32,28-03-2023,01-04-2023,1.6,Direct,no,Blue Dart,26724,Stockholm,NEW,Next-Day Delivery,Yoga Mats,Swedish Krona,no,Influencer blogs,no,BAD,267.24,Not Available,47
singapore,0.4,254,88,Qoo10,Niko Amini,COD,B2C AND C2C,beauty,Cancelled,RETURNED,34099,8661146,5114.85,15%,18%,1559006.28,8656031.15,28984.15,7102139.72,29-03-2023,02-04-2023,2.7,Direct,yes,FedEx,34099,singapore,RETURNING,International Delivery,Makeup Kits & Combo,Dollar,yes,Influencer Marketing,no,GOOD,340.99,Pre-Approved EMI,38
France,2.6,110,89,Amazon FR,Keenan Bennett,Payment Gateways,B2C AND C2C,Fashion,Failed,IN TRANSIT,48689,5355790,7303.35,15%,18%,964042.2,5348486.65,41385.65,4391747.8,30-03-2023,03-04-2023,3.8,Social Media,no,Shadowfax,48689,Paris,RETURNING,Scheduled Delivery,Sneakers,Euro,yes,Influencer blogs,yes,WORST,486.89,Yes,43
Australia,1,107,90,Woolworths,Elina Moreira,Net Banking,B2C,pet supplies,Refunded,DELIVERED,20670,2211690,3100.5,15%,18%,398104.2,2208589.5,17569.5,1813585.8,31-03-2023,04-04-2023,4.9,app,yes,DHL Express,20670,Melbourne,RETURNING,EXPRESS,Cat Litter & Accessories,Dollar,no,directly,no,EXCELLENT,206.7,No,36
Brazil,1.3,118,91,Magalu,Nina Walker,Debit Card,B2C,fashion,Cancelled,IN TRANSIT,20712,2444016,3106.8,15%,18%,439922.88,2440909.2,17605.2,2004093.12,01-04-2023,05-04-2023,3.3,app,no,Ecom Express,20712,Rio de Janeiro,NEW,STANDARD,Sunglasses,Brazilian Real,yes,Influencer Marketing,yes,EXCELLENT,207.12,Not Available,27
Mexico,1.2,113,92,Mercado Libre,Mateo Morales,Digital Wallets,B2C AND C2C,ELECTRONICS,Paid,RETURNED,35475,4008675,5321.25,15%,18%,721561.5,4003353.75,30153.75,3287113.5,02-04-2023,06-04-2023,1.2,Social Media,yes,Xpressbees,35475,Mexico City,RETURNING,Next-Day Delivery,Earphones & Headphones,mexican Peso,no,Social Media,no,WORST,354.75,Pre-Approved EMI,34
italy,0.8,239,93,Zalando,Milan Reddy,BNPL,B2C,shoes,Pending,DELIVERED,48551,11603689,7282.65,15%,18%,2088664.02,11596406.35,41268.35,9515024.98,03-04-2023,07-04-2023,2.5,Social Media,no,DTDC,48551,Milan,NEW,International Delivery,Flip-Flops,Euro,yes,YouTube ads,yes,BAD,485.51,Card EMI,25
Russia,0.7,288,94,Yandex Market,Imani Shepherd,UPI,B2C,personal care,Paid,IN TRANSIT,43887,12639456,6583.05,15%,18%,2275102.08,12632872.95,37303.95,10364353.92,04-04-2023,08-04-2023,1.1,app,yes,FedEx,43887,Saint Petersburg,RETURNING,EXPRESS,Hair Care,Russian Ruble,no,google ads,no,BAD,438.87,Debit Card EMI,22
Spain,0.7,145,95,PCComponentes,Noor Abdul,Digital Wallets,B2C,computer parts,Cancelled,IN TRANSIT,42688,6189760,6403.2,15%,18%,1114156.8,6183356.8,36284.8,5075603.2,05-04-2023,09-04-2023,2.3,Website,no,Blue Dart,42688,madrid,NEW,Locker Delivery,Networking Devices,Euro,yes,email,yes,GOOD,426.88,Bank EMI,29
Turkey,0.6,225,96,N11,Gemma Romano,Credit Card,B2C AND C2C,auto parts,Pending,DELIVERED,35941,8086725,5391.15,15%,18%,1455610.5,8081333.85,30549.85,6631114.5,06-04-2023,10-04-2023,4.6,app,yes,Xpressbees,35941,Ankara,RETURNING,International Delivery,Brakes,Turkish Lira,no,Influencer blogs,no,GOOD,359.41,BNPL (Buy Now Pay Later),45
Netherlands,0.5,243,97,Coolblue,Zane Kim,Payment Gateways,B2C,smartphones,Refunded,RETURNED,30407,7388901,4561.05,15%,18%,1330002.18,7384339.95,25845.95,6058898.82,07-04-2023,11-04-2023,4.4,Direct,no,DTDC,30407,Rotterdam,NEW,Next-Day Delivery,Apple,Euro,yes,Influencer Marketing,yes,WORST,304.07,EMI Declined,49
Sweden,0.5,263,98,Elgiganten,Maaya Salgado,COD,B2C,tv&audio,Cancelled,IN TRANSIT,42509,11179867,6376.35,15%,18%,2012376.06,11173490.65,36132.65,9167490.94,08-04-2023,12-04-2023,1.7,Social Media,yes,Xpressbees,42509,Gothenburg,RETURNING,STANDARD,LED TVs,Swedish Krona,no,Social Media,no,EXCELLENT,425.09,BNPL (Buy Now Pay Later),48
singapore,0.4,180,99,Qoo10,Cruz Matthews,Cryptocurreny,B2C AND C2C,beauty,Failed,DELIVERED,45204,8136720,6780.6,15%,18%,1464609.6,8129939.4,38423.4,6672110.4,09-04-2023,13-04-2023,2.9,Social Media,no,DTDC,45204,singapore,NEW,EXPRESS,Makeup Kits & Combo,Dollar,yes,directly,yes,BAD,452.04,Debit Card EMI,44
France,2.6,237,100,Cdiscount,Aisha Barrett,UPI,B2C,furniture,Refunded,DELIVERED,44656,10583472,6698.4,15%,18%,1905024.96,10576773.6,37957.6,8678447.04,10-04-2023,14-04-2023,3.9,Direct,yes,Shadowfax,44656,Marseille,RETURNING,Locker Delivery,Wardrobes,Euro,no,Influencer blogs,no,WORST,446.56,Not Available,46
China,50,200,101,Tmall,Kian Ferraro,Net Banking,B2C,Luxury goods,Cancelled,DELIVERED,47711,9542200,7156.65,15%,18%,1717596,9535043.35,40554.35,7824604,11-04-2023,15-04-2023,4.7,app,no,FedEx,47711,Shanghai,NEW,EXPRESS,Designer Handbags,Chinese Yuan,yes,Influencer Marketing,no,GOOD,477.11,YES,37
US,27,112,102,amazon,Oliver Dubois,Debit Card,B2C AND C2C,HOME,Paid,IN TRANSIT,44857,5023984,6728.55,15%,18%,904317.12,5017255.45,38128.45,4119666.88,12-04-2023,16-04-2023,3.5,Website,yes,FedEx,44857,Los Angeles,RETURNING,International Delivery,Home Décor,Dollar,no,Social Media,yes,BAD,448.57,NO,28
Japan,3.9,271,103,Yahoo! Shopping,Isaac Flynn,Digital Wallets,B2C,Fashion,Pending,RETURNED,49318,13365178,7397.7,15%,18%,2405732.04,13357780.3,41920.3,10959445.96,13-04-2023,17-04-2023,1.8,app,no,DHL Express,49318,Nagoya,NEW,Next-Day Delivery,Sneakers,Japanese Yen,yes,email,yes,GOOD,493.18,CARD EMI,26
UK,2.9,206,104,Argos,Chloe Morales,BNPL,B2C,toys,Paid,RETURNED,35560,7325360,5334,15%,18%,1318564.8,7320026,30226,6006795.2,14-04-2023,18-04-2023,4.2,Website,no,Blue Dart,35560,Manchester,RETURNING,STANDARD,Plush Toys,British Pound Sterling,yes,google ads,no,WORST,355.6,Bank EMI,24
South Korea,4.2,110,105,Gmarket,Noor Lin,UPI,B2C AND C2C,ELECTRONICS,Cancelled,IN TRANSIT,47567,5232370,7135.05,15%,18%,941826.6,5225234.95,40431.95,4290543.4,15-04-2023,19-04-2023,3,Direct,no,Shadowfax,47567,Seoul,RETURNING,EXPRESS,Streaming Devices,South Korean Won,no,Social Media,no,EXCELLENT,475.67,Pre-Approved EMI,19
India,2.4,201,106,Jio Mart,Nolan Qureshi,Digital Wallets,B2C,household,Pending,DELIVERED,49552,9959952,7432.8,15%,18%,1792791.36,9952519.2,42119.2,8167160.64,16-04-2023,20-04-2023,3.8,Social Media,yes,DHL Express,49552,delhi,RETURNING,International Delivery,Air fresheners,Indian Rupee,no,Social Media,yes,GOOD,495.52,BNPL (Buy Now Pay Later),32
Germany,2.1,180,107,media market,Oscar Johansson,Credit Card,B2C,gaming,Refunded,IN TRANSIT,46370,8346600,6955.5,15%,18%,1502388,8339644.5,39414.5,6844212,17-04-2023,21-04-2023,4.9,Direct,no,Ecom Express,46370,Hamburg,RETURNING,Next-Day Delivery,PlayStation,Euro,yes,Influencer blogs,no,BAD,463.7,EMI Declined,41
Indonesia,1.2,109,108,Lazada,Oscar Nguyen,Payment Gateways,B2C AND C2C,home goods,Cancelled,RETURNED,41437,4516633,6215.55,15%,18%,812993.94,4510417.45,35221.45,3703639.06,18-04-2023,22-04-2023,3.3,Social Media,yes,Xpressbees,41437,jakarta,RETURNING,EXPRESS,Kitchen & Dining,Indonesian Rupiah,no,google ads,no,GOOD,414.37,Bank EMI,33
Canada,1.5,130,109,Walmart CA,Ethan Stewart,COD,B2C,Grocery,Failed,DELIVERED,41104,5343520,6165.6,15%,18%,961833.6,5337354.4,34938.4,4381686.4,19-04-2023,23-04-2023,1.2,app,no,DTDC,41104,Toronto,NEW,Next-Day Delivery,fruits & Vegetables,Dollar,no,email,yes,WORST,411.04,YES,23
South Korea,4.2,113,110,Coupang,Kenzo Persaud,Cryptocurreny,B2C,baby products,Refunded,IN TRANSIT,21998,2485774,3299.7,15%,18%,447439.32,2482474.3,18698.3,2038334.68,20-04-2023,24-04-2023,2.5,Website,yes,FedEx,21998,Busan,RETURNING,STANDARD,Baby Wipes,South Korean Won,yes,Influencer blogs,yes,EXCELLENT,219.98,NO,42
India,2.4,113,111,Myntra,Noor Vaughn,UPI,B2C,accessories,Cancelled,IN TRANSIT,46809,5289417,7021.35,15%,18%,952095.06,5282395.65,39787.65,4337321.94,21-04-2023,25-04-2023,1.1,app,no,Blue Dart,46809,Bengaluru,NEW,Next-Day Delivery,Gloves & Mittens,Indian Rupee,yes,Influencer Marketing,no,EXCELLENT,468.09,NO,50
Germany,2.1,184,112,OTTO,Dante Clarke,Debit Card,B2C,fashion,Paid,DELIVERED,28271,5201864,4240.65,15%,18%,936335.52,5197623.35,24030.35,4265528.48,22-04-2023,26-04-2023,2.3,Social Media,yes,FedEx,28271,Cologne,RETURNING,International Delivery,Sunglasses,Euro,no,YouTube ads,yes,WORST,282.71,YES,21
Indonesia,1.2,148,113,Tokopedia,Nina Mohammed,Cryptocurreny,B2C AND C2C,fashion,Pending,RETURNED,31719,4694412,4757.85,15%,18%,844994.16,4689654.15,26961.15,3849417.84,23-04-2023,27-04-2023,4.6,Direct,yes,Blue Dart,31719,Surabaya,NEW,EXPRESS,Sneakers,Indonesian Rupiah,yes,directly,yes,GOOD,317.19,BNPL (Buy Now Pay Later),40
Canada,1.5,289,114,Best Buy,Kiara Desai,COD,B2C,tech gadgets,Paid,IN TRANSIT,26445,7642605,3966.75,15%,18%,1375668.9,7638638.25,22478.25,6266936.1,24-04-2023,28-04-2023,4.4,Social Media,yes,Ecom Express,26445,vancouver,RETURNING,International Delivery,Soundbars,Dollar,yes,email,no,BAD,264.45,Not Available,47
Australia,1,209,115,Catch,Lara Bennett,Credit Card,B2C,toys,Cancelled,DELIVERED,36276,7581684,5441.4,15%,18%,1364703.12,7576242.6,30834.6,6216980.88,25-04-2023,29-04-2023,1.7,app,no,FedEx,36276,Sydney,NEW,Next-Day Delivery,Dolls & Dollhouses,Dollar,no,YouTube ads,yes,WORST,362.76,Bank EMI,38
Brazil,1.3,230,116,Mercado Livre,Luca Castro,Payment Gateways,B2C AND C2C,auto parts,Pending,DELIVERED,20528,4721440,3079.2,15%,18%,849859.2,4718360.8,17448.8,3871580.8,26-04-2023,30-04-2023,2.9,Website,no,DTDC,20528,São Paulo,RETURNING,EXPRESS,Engine & Components,Brazilian Real,yes,email,no,EXCELLENT,205.28,Debit Card EMI,43
Mexico,1.2,108,117,Liverpool,Mia Duarte,UPI,B2C,beauty,Refunded,RETURNED,30299,3272292,4544.85,15%,18%,589012.56,3267747.15,25754.15,2683279.44,27-04-2023,01-05-2023,3.9,app,yes,Ecom Express,30299,Guadalajara,NEW,STANDARD,Toners & Mists,mexican Peso,no,Social Media,yes,GOOD,302.99,Pre-Approved EMI,36
italy,0.8,130,118,ePrice,Caleb Yamada,BNPL,B2C,tech gadgets,Cancelled,IN TRANSIT,44391,5770830,6658.65,15%,18%,1038749.4,5764171.35,37732.35,4732080.6,28-04-2023,02-05-2023,4.7,Website,yes,Ecom Express,44391,Rome,RETURNING,International Delivery,Pop Sockets,Euro,yes,directly,no,BAD,443.91,Card EMI,27
US,27,151,119,Walmart,Luca Abe,COD,B2C,Apparel,Failed,DELIVERED,45884,6928484,6882.6,15%,18%,1247127.12,6921601.4,39001.4,5681356.88,29-04-2023,03-05-2023,3.5,Website,no,Shadowfax,45884,New York City,RETURNING,Next-Day Delivery,Scarves & Stoles,Dollar,no,google ads,yes,WORST,458.84,BNPL (Buy Now Pay Later),34
Japan,3.9,114,120,Rakuten,Remy Reddy,Payment Gateways,B2C AND C2C,sports goods,Refunded,RETURNED,41786,4763604,6267.9,15%,18%,857448.72,4757336.1,35518.1,3906155.28,30-04-2023,04-05-2023,1.8,Direct,yes,Xpressbees,41786,Tokyo,RETURNING,STANDARD,Fitness & Training,Japanese Yen,yes,Influencer blogs,no,EXCELLENT,417.86,Pre-Approved EMI,25
UK,2.9,261,121,Tesco,Amir Vaughn,Debit Card,B2C,home goods,Cancelled,IN TRANSIT,27548,7190028,4132.2,15%,18%,1294205.04,7185895.8,23415.8,5895822.96,01-05-2023,05-05-2023,4.2,Direct,yes,Blue Dart,27548,London,NEW,EXPRESS,Home Décor,British Pound Sterling,no,Influencer Marketing,yes,GOOD,275.48,YES,22
South Korea,4.2,104,122,Naver Shopping,Naomi Noorani,Cryptocurreny,B2C AND C2C,Fashion,Paid,IN TRANSIT,28242,2937168,4236.3,15%,18%,528690.24,2932931.7,24005.7,2408477.76,02-05-2023,06-05-2023,3,Social Media,no,FedEx,28242,Busan,RETURNING,Locker Delivery,Sunglasses,South Korean Won,yes,directly,no,BAD,282.42,NO,20
India,2.4,151,123,Flipkart,Amara Hussain,COD,B2C AND C2C,ELECTRONICS,Pending,RETURNED,44228,6678428,6634.2,15%,18%,1202117.04,6671793.8,37593.8,5476310.96,03-05-2023,07-05-2023,1,app,no,Blue Dart,44228,mumbai,NEW,Scheduled Delivery,Earphones & Headphones,Indian Rupee,no,directly,yes,BAD,442.28,BNPL (Buy Now Pay Later),31
Germany,2.1,207,124,media market,Ivy Rivera,Credit Card,B2C,audio/video,Paid,DELIVERED,29784,6165288,4467.6,15%,18%,1109751.84,6160820.4,25316.4,5055536.16,04-05-2023,08-05-2023,1.5,app,yes,FedEx,29784,Hamburg,RETURNING,Next-Day Delivery,Headphones & Earphones,Euro,yes,google ads,no,GOOD,297.84,Pre-Approved EMI,30
Indonesia,1.2,232,125,Shopee,Liam Chen,Payment Gateways,B2C AND C2C,clothing,Cancelled,DELIVERED,31775,7371800,4766.25,15%,18%,1326924,7367033.75,27008.75,6044876,05-05-2023,09-05-2023,2,Social Media,no,Shadowfax,31775,Surabaya,NEW,International Delivery,Dresses,Indonesian Rupiah,no,Influencer blogs,yes,WORST,317.75,YES,39
Canada,1.5,296,126,Walmart CA,Nia Thompson,UPI,B2C,HOME,Pending,RETURNED,22283,6595768,3342.45,15%,18%,1187238.24,6592425.55,18940.55,5408529.76,06-05-2023,10-05-2023,0.3,Social Media,yes,DHL Express,22283,Toronto,RETURNING,International Delivery,Home Storage & Organization,Dollar,yes,Influencer Marketing,no,EXCELLENT,222.83,Debit Card EMI,32
Australia,1,126,127,Woolworths,Esme Brown,BNPL,B2C,household,Refunded,IN TRANSIT,44725,5635350,6708.75,15%,18%,1014363,5628641.25,38016.25,4620987,07-05-2023,11-05-2023,3.6,app,no,Ecom Express,44725,Melbourne,NEW,Next-Day Delivery,Floor cleaners,Dollar,no,directly,yes,EXCELLENT,447.25,Card EMI,41
Brazil,1.3,232,128,Amazon BR,Zaina Atkinson,COD,B2C,home goods,Cancelled,DELIVERED,21447,4975704,3217.05,15%,18%,895626.72,4972486.95,18229.95,4080077.28,08-05-2023,12-05-2023,4.5,Website,no,Xpressbees,21447,Rio de Janeiro,RETURNING,Scheduled Delivery,Furniture,Brazilian Real,yes,email,yes,WORST,214.47,Pre-Approved EMI,33
Mexico,1.2,124,129,Mercado Libre,Amara Clarke,Payment Gateways,B2C AND C2C,sports goods,Failed,DELIVERED,42162,5228088,6324.3,15%,18%,941055.84,5221763.7,35837.7,4287032.16,09-05-2023,13-05-2023,2.4,Social Media,yes,Ecom Express,42162,Mexico City,NEW,Locker Delivery,Outdoor & Adventure,mexican Peso,no,Social Media,no,GOOD,421.62,Not Available,23
italy,0.8,127,130,Zalando,Norah Rahman,Net Banking,B2C,accessories,Refunded,RETURNED,41031,5210937,6154.65,15%,18%,937968.66,5204782.35,34876.35,4272968.34,10-05-2023,14-05-2023,4,Direct,yes,Blue Dart,41031,Milan,RETURNING,EXPRESS,Hats & Caps,Euro,yes,google ads,no,BAD,410.31,YES,42
Russia,0.7,246,131,Wildberries,Andre Duarte,Debit Card,B2C AND C2C,clothing,Cancelled,IN TRANSIT,45625,11223750,6843.75,15%,18%,2020275,11216906.25,38781.25,9203475,11-05-2023,15-05-2023,5,Direct,yes,FedEx,45625,Moscow,NEW,STANDARD,T-Shirts & Polos,Russian Ruble,no,directly,yes,GOOD,456.25,NO,50
Spain,0.7,260,132,El Corte Inglés,Nina Calderon,Digital Wallets,B2C,Luxury goods,Paid,DELIVERED,41723,10847980,6258.45,15%,18%,1952636.4,10841721.55,35464.55,8895343.6,12-05-2023,16-05-2023,2.1,Social Media,yes,Blue Dart,41723,Barcelona,RETURNING,EXPRESS,Luxury Watches,Euro,yes,email,no,BAD,417.23,NO,18
Turkey,0.6,291,133,Hepsiburada,Lara Martens,BNPL,B2C,HOME,Pending,RETURNED,48450,14098950,7267.5,15%,18%,2537811,14091682.5,41182.5,11561139,13-05-2023,17-05-2023,1.6,Website,no,Blue Dart,48450,Istanbul,NEW,Locker Delivery,Kitchen & Dining,Turkish Lira,no,Social Media,no,WORST,484.5,YES,20
Netherlands,0.5,270,134,Bol.com,Farah Reyes,UPI,B2C AND C2C,toys,Paid,IN TRANSIT,33691,9096570,5053.65,15%,18%,1637382.6,9091516.35,28637.35,7459187.4,14-05-2023,18-05-2023,2.7,app,no,Shadowfax,33691,Amsterdam,RETURNING,EXPRESS,Plush Toys,Euro,yes,google ads,yes,EXCELLENT,336.91,BNPL (Buy Now Pay Later),31
Sweden,0.5,283,135,CDON,Remy Stewart,Digital Wallets,B2C AND C2C,fitness,Cancelled,IN TRANSIT,33742,9548986,5061.3,15%,18%,1718817.48,9543924.7,28680.7,7830168.52,15-05-2023,19-05-2023,1.2,app,no,DHL Express,33742,Stockholm,NEW,International Delivery,Treadmills,Swedish Krona,no,directly,yes,GOOD,337.42,Not Available,30
singapore,0.4,108,136,Amazon SG,Zara Shukla,Credit Card,B2C,fashion,Pending,RETURNED,35552,3839616,5332.8,15%,18%,691130.88,3834283.2,30219.2,3148485.12,16-05-2023,20-05-2023,2.5,Social Media,yes,Ecom Express,35552,singapore,RETURNING,Next-Day Delivery,Sneakers,Dollar,yes,YouTube ads,no,BAD,355.52,Pre-Approved EMI,39
France,2.6,214,137,fnac,Talia Saeed,Payment Gateways,B2C,music,Refunded,DELIVERED,38008,8133712,5701.2,15%,18%,1464068.16,8128010.8,32306.8,6669643.84,17-05-2023,21-05-2023,1.1,Website,yes,Xpressbees,38008,Paris,NEW,STANDARD,Pop,Euro,no,Influencer blogs,yes,GOOD,380.08,Card EMI,32
Australia,1,169,138,Catch,Ezra Hussain,COD,B2C,daily deals,Cancelled,DELIVERED,41239,6969391,6185.85,15%,18%,1254490.38,6963205.15,35053.15,5714900.62,18-05-2023,22-05-2023,2.3,Direct,yes,DTDC,41239,Sydney,RETURNING,EXPRESS,Today Only Deals,Dollar,yes,Influencer Marketing,yes,WORST,412.39,Debit Card EMI,41
Brazil,1.3,109,139,Magalu,Ethan Abe,Cryptocurreny,B2C,furniture,Failed,RETURNED,25114,2737426,3767.1,15%,18%,492736.68,2733658.9,21346.9,2244689.32,19-05-2023,23-05-2023,4.6,Direct,yes,FedEx,25114,São Paulo,RETURNING,International Delivery,Sofas & Couches,Brazilian Real,no,google ads,no,EXCELLENT,251.14,Bank EMI,33
Mexico,1.2,216,140,Liverpool,Amira Silva,UPI,B2C,Apparel,Refunded,IN TRANSIT,20741,4480056,3111.15,15%,18%,806410.08,4476944.85,17629.85,3673645.92,20-05-2023,24-05-2023,4.4,Website,yes,Blue Dart,20741,Guadalajara,RETURNING,Next-Day Delivery,Baby & Toddler,mexican Peso,yes,email,yes,GOOD,207.41,BNPL (Buy Now Pay Later),23
